code	title_sv	parent	depth	breadcrumb	table
JTG.363	Beslagning av takluckor vid taktäckning av tätskiktsmatta, takduk e d	JTG.36	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.36 Stosar till rör, takluckor m m vid taktäckning av tätskiktsmatta, takduk e d > JTG.363 Beslagning av takluckor vid taktäckning av tätskiktsmatta, takduk e d	produktionsresultat
JTG.3631	Beslagning av takluckor vid taktäckning av tätskiktsmatta	JTG.363	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.36 Stosar till rör, takluckor m m vid taktäckning av tätskiktsmatta, takduk e d > JTG.363 Beslagning av takluckor vid taktäckning av tätskiktsmatta, takduk e d > JTG.3631 Beslagning av takluckor vid taktäckning av tätskiktsmatta	produktionsresultat
JTG.3632	Beslagning av takluckor vid taktäckning av takduk	JTG.363	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.36 Stosar till rör, takluckor m m vid taktäckning av tätskiktsmatta, takduk e d > JTG.363 Beslagning av takluckor vid taktäckning av tätskiktsmatta, takduk e d > JTG.3632 Beslagning av takluckor vid taktäckning av takduk	produktionsresultat
JTG.364	Takfönster vid taktäckning av tätskiktsmatta, takduk e d	JTG.36	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.36 Stosar till rör, takluckor m m vid taktäckning av tätskiktsmatta, takduk e d > JTG.364 Takfönster vid taktäckning av tätskiktsmatta, takduk e d	produktionsresultat
JTG.3641	Takfönster vid taktäckning av tätskiktsmatta	JTG.364	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.36 Stosar till rör, takluckor m m vid taktäckning av tätskiktsmatta, takduk e d > JTG.364 Takfönster vid taktäckning av tätskiktsmatta, takduk e d > JTG.3641 Takfönster vid taktäckning av tätskiktsmatta	produktionsresultat
JTG.3642	Takfönster vid taktäckning av takduk	JTG.364	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.36 Stosar till rör, takluckor m m vid taktäckning av tätskiktsmatta, takduk e d > JTG.364 Takfönster vid taktäckning av tätskiktsmatta, takduk e d > JTG.3642 Takfönster vid taktäckning av takduk	produktionsresultat
JTG.365	Beslagning av förtillverkade takfönster vid taktäckning av tätskiktsmatta, takduk e d	JTG.36	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.36 Stosar till rör, takluckor m m vid taktäckning av tätskiktsmatta, takduk e d > JTG.365 Beslagning av förtillverkade takfönster vid taktäckning av tätskiktsmatta, takduk e d	produktionsresultat
JTG.3651	Beslagning av förtillverkade takfönster vid taktäckning av tätskiktsmatta	JTG.365	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.36 Stosar till rör, takluckor m m vid taktäckning av tätskiktsmatta, takduk e d > JTG.365 Beslagning av förtillverkade takfönster vid taktäckning av tätskiktsmatta, takduk e d > JTG.3651 Beslagning av förtillverkade takfönster vid taktäckning av tätskiktsmatta	produktionsresultat
JTG.3652	Beslagning av förtillverkade takfönster vid taktäckning av takduk	JTG.365	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.36 Stosar till rör, takluckor m m vid taktäckning av tätskiktsmatta, takduk e d > JTG.365 Beslagning av förtillverkade takfönster vid taktäckning av tätskiktsmatta, takduk e d > JTG.3652 Beslagning av förtillverkade takfönster vid taktäckning av takduk	produktionsresultat
JTG.37	Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d	JTG.3	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d	produktionsresultat
JTG.371	Helbeslagning av skorstenar vid taktäckning av tätskiktsmatta, takduk e d	JTG.37	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.371 Helbeslagning av skorstenar vid taktäckning av tätskiktsmatta, takduk e d	produktionsresultat
JTG.3711	Helbeslagning av skorstenar vid taktäckning av tätskiktsmatta	JTG.371	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.371 Helbeslagning av skorstenar vid taktäckning av tätskiktsmatta, takduk e d > JTG.3711 Helbeslagning av skorstenar vid taktäckning av tätskiktsmatta	produktionsresultat
JTG.3712	Helbeslagning av skorstenar vid taktäckning av takduk	JTG.371	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.371 Helbeslagning av skorstenar vid taktäckning av tätskiktsmatta, takduk e d > JTG.3712 Helbeslagning av skorstenar vid taktäckning av takduk	produktionsresultat
JTG.372	Beslagning av skorstenar med neder- och överbeslag vid taktäckning av tätskiktsmatta, takduk e d	JTG.37	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.372 Beslagning av skorstenar med neder- och överbeslag vid taktäckning av tätskiktsmatta, takduk e d	produktionsresultat
JTG.3721	Beslagning av skorstenar med neder- och överbeslag vid taktäckning av tätskiktsmatta	JTG.372	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.372 Beslagning av skorstenar med neder- och överbeslag vid taktäckning av tätskiktsmatta, takduk e d > JTG.3721 Beslagning av skorstenar med neder- och överbeslag vid taktäckning av tätskiktsmatta	produktionsresultat
JTG.3722	Beslagning av skorstenar med neder- och överbeslag vid taktäckning av takduk	JTG.372	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.372 Beslagning av skorstenar med neder- och överbeslag vid taktäckning av tätskiktsmatta, takduk e d > JTG.3722 Beslagning av skorstenar med neder- och överbeslag vid taktäckning av takduk	produktionsresultat
JTG.373	Helbeslagning av takkupor o d vid taktäckning av tätskiktsmatta, takduk e d	JTG.37	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.373 Helbeslagning av takkupor o d vid taktäckning av tätskiktsmatta, takduk e d	produktionsresultat
JTG.3731	Helbeslagning av takkupor o d vid taktäckning av tätskiktsmatta	JTG.373	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.373 Helbeslagning av takkupor o d vid taktäckning av tätskiktsmatta, takduk e d > JTG.3731 Helbeslagning av takkupor o d vid taktäckning av tätskiktsmatta	produktionsresultat
JTG.3732	Helbeslagning av takkupor o d vid taktäckning av takduk	JTG.373	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.373 Helbeslagning av takkupor o d vid taktäckning av tätskiktsmatta, takduk e d > JTG.3732 Helbeslagning av takkupor o d vid taktäckning av takduk	produktionsresultat
JTG.374	Helbeslagning av murkrön, brandväggar o d vid taktäckning av tätskiktsmatta, takduk e d	JTG.37	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.374 Helbeslagning av murkrön, brandväggar o d vid taktäckning av tätskiktsmatta, takduk e d	produktionsresultat
JTG.3741	Helbeslagning av murkrön, brandväggar o d vid taktäckning av tätskiktsmatta	JTG.374	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.374 Helbeslagning av murkrön, brandväggar o d vid taktäckning av tätskiktsmatta, takduk e d > JTG.3741 Helbeslagning av murkrön, brandväggar o d vid taktäckning av tätskiktsmatta	produktionsresultat
JTG.3742	Helbeslagning av murkrön, brandväggar o d vid taktäckning av takduk	JTG.374	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.374 Helbeslagning av murkrön, brandväggar o d vid taktäckning av tätskiktsmatta, takduk e d > JTG.3742 Helbeslagning av murkrön, brandväggar o d vid taktäckning av takduk	produktionsresultat
JTG.375	Beslagning av takuppbyggnader för brandgasventilatorer o d vid taktäckning av tätskiktsmatta, takduk e d	JTG.37	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.375 Beslagning av takuppbyggnader för brandgasventilatorer o d vid taktäckning av tätskiktsmatta, takduk e d	produktionsresultat
JTG.3751	Beslagning av takuppbyggnader för brandgasventilatorer o d vid taktäckning av tätskiktsmatta	JTG.375	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.375 Beslagning av takuppbyggnader för brandgasventilatorer o d vid taktäckning av tätskiktsmatta, takduk e d > JTG.3751 Beslagning av takuppbyggnader för brandgasventilatorer o d vid taktäckning av tätskiktsmatta	produktionsresultat
JTG.3752	Beslagning av takuppbyggnader för brandgasventilatorer o d vid taktäckning av takduk	JTG.375	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.375 Beslagning av takuppbyggnader för brandgasventilatorer o d vid taktäckning av tätskiktsmatta, takduk e d > JTG.3752 Beslagning av takuppbyggnader för brandgasventilatorer o d vid taktäckning av takduk	produktionsresultat
JTG.376	Täcklister, beslag över rörelsefogar o d vid taktäckning av tätskiktsmatta, takduk e d	JTG.37	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.376 Täcklister, beslag över rörelsefogar o d vid taktäckning av tätskiktsmatta, takduk e d	produktionsresultat
JTG.3761	Täcklister, beslag över rörelsefogar o d vid taktäckning av tätskiktsmatta	JTG.376	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.376 Täcklister, beslag över rörelsefogar o d vid taktäckning av tätskiktsmatta, takduk e d > JTG.3761 Täcklister, beslag över rörelsefogar o d vid taktäckning av tätskiktsmatta	produktionsresultat
JTG.378	Beslagning av diverse takuppbyggnader o d vid taktäckning av tätskiktsmatta, takduk e d	JTG.37	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.378 Beslagning av diverse takuppbyggnader o d vid taktäckning av tätskiktsmatta, takduk e d	produktionsresultat
JTG.3781	Helbeslagning av diverse takuppbyggnader o d vid taktäckning av tätskiktsmatta	JTG.378	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.378 Beslagning av diverse takuppbyggnader o d vid taktäckning av tätskiktsmatta, takduk e d > JTG.3781 Helbeslagning av diverse takuppbyggnader o d vid taktäckning av tätskiktsmatta	produktionsresultat
JTG.3782	Helbeslagning av diverse takuppbyggnader o d vid taktäckning av takduk	JTG.378	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.3 Kompletteringar av plan plåt vid taktäckning av tätskiktsmatta, takduk e d > JTG.37 Beslagning av skorstenar och takuppbyggnader vid taktäckning av tätskiktsmatta, takduk e d > JTG.378 Beslagning av diverse takuppbyggnader o d vid taktäckning av tätskiktsmatta, takduk e d > JTG.3782 Helbeslagning av diverse takuppbyggnader o d vid taktäckning av takduk	produktionsresultat
JTG.4	Kompletteringar av plan plåt vid taktäckning av överläggsplattor e d	JTG	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.4 Kompletteringar av plan plåt vid taktäckning av överläggsplattor e d	produktionsresultat
JTG.41	Fotplåtar och fotrännor vid taktäckning av överläggsplattor e d	JTG.4	1	J SKIKT AV BYGGPAPP, TÄTSKIKTSMATTA, ASFALT, DUK, PLASTFILM, PLAN PLÅT, ÖVERLÄGGSPLATTOR E D > JT TAKTÄCKNINGAR OCH VÄGGBEKLÄDNADER SAMT KOMPLETTERINGAR AV PLAN PLÅT FÖR HUS > JTG TAKTÄCKNINGAR, VÄGGBEKLÄDNADER, KOMPLETTERINGAR M M AV PLAN ZINKPLÅT FÖR HUS > JTG.4 Kompletteringar av plan plåt vid taktäckning av överläggsplattor e d > JTG.41 Fotplåtar och fotrännor vid taktäckning av överläggsplattor e d	produktionsresultat
